year,district_name,block_name,village_name,Boron,Copper,Electrical Conductivity,Iron,Manganese,Nitrogen,Organic Carbon,Phosphorus,Potassium,Soil Ph,Sulphur,Zinc,nutrients_available,coverage_percentage
2023-24,Tirunelveli,Nanguneri,Rajakalmangalam Part 2,55,55,55,55,55,55,55,55,55,54,55,55,12,100.0
2023-24,Tirunelveli,Nanguneri,Unnankulam,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tirunelveli,Palayamkottai,Maruthur,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tirunelveli,Palayamkottai,Melapattam,101,101,101,101,101,101,101,101,101,101,101,101,12,100.0
2023-24,Tirunelveli,Palayamkottai,Naduvakurichi,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tirunelveli,Palayamkottai,Pudukkulam,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tirunelveli,Palayamkottai,Sengulam,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tirunelveli,Palayamkottai,Sivandipatti,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tirunelveli,Pappakudi,Athalanallur,140,140,140,140,140,140,140,140,140,140,140,140,12,100.0
2023-24,Tirunelveli,Pappakudi,Iluppaikurichi,16,16,16,16,16,16,16,16,16,16,16,16,12,100.0
2023-24,Tirunelveli,Pappakudi,Kapaliparai,54,54,54,54,54,54,54,54,54,54,54,54,12,100.0
2023-24,Tirunelveli,Pappakudi,Kasidharmam,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2023-24,Tirunelveli,Pappakudi,Rengasamudram,130,130,130,130,130,130,130,130,130,130,130,130,12,100.0
2023-24,Tirunelveli,Pappakudi,Sanganhiradu,57,57,57,57,57,57,57,57,57,57,57,57,12,100.0
2023-24,Tirunelveli,Pappakudi,Sivaniyarkulam,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2023-24,Tirunelveli,Radhapuram,Kasthurirangapuram Part 1,79,79,79,79,79,79,79,79,79,79,79,79,12,100.0
2023-24,Tirunelveli,Radhapuram,Kasthurirengapuram Part 2,20,20,20,20,20,20,20,20,20,20,20,20,12,100.0
2023-24,Tirunelveli,Radhapuram,Kudankulam,120,120,120,120,120,120,120,120,120,120,120,120,12,100.0
2023-24,Tirunelveli,Radhapuram,Kumarapuram,148,148,148,148,148,148,148,148,148,147,148,148,12,100.0
2023-24,Tirunelveli,Radhapuram,Kuthankuzhi (Ct),79,79,79,79,79,79,79,79,79,79,79,79,12,100.0
2023-24,Tirunelveli,Radhapuram,Urumankulam,50,50,50,50,50,50,50,50,50,50,50,50,12,100.0
2023-24,Tirunelveli,Valliyoor,Chettikulam,24,24,24,24,24,24,24,24,24,24,24,24,12,100.0
2023-24,Tirunelveli,Valliyoor,Karungulam,124,124,124,124,124,124,124,124,124,124,124,124,12,100.0
2023-24,Tirunelveli,Valliyoor,Pazhavoor Part 2,124,124,124,124,124,124,124,124,124,124,124,124,12,100.0
2023-24,Tirunelveli,Valliyoor,Perungudi Part 1,124,124,124,124,124,124,124,124,124,124,124,124,12,100.0
2023-24,Tirupathur,Alangayan,Gollakuppam,70,70,70,70,70,70,70,70,70,70,70,70,12,100.0
2023-24,Tirupathur,Alangayan,Govindapuram,97,97,97,97,97,97,97,97,97,97,97,97,12,100.0
2023-24,Tirupathur,Alangayan,Madanancheri,76,76,76,76,76,76,76,76,76,76,76,76,12,100.0
2023-24,Tirupathur,Alangayan,Reddiyur,202,202,202,202,202,202,202,202,202,202,202,202,12,100.0
2023-24,Tirupathur,Alangayan,Vaniyambadi Village,61,61,61,61,61,61,61,61,61,61,61,61,12,100.0
2023-24,Tirupathur,Jolarpet,Kalendira,240,240,240,240,240,240,240,240,240,240,240,240,12,100.0
2023-24,Tirupathur,Jolarpet,Katteri,80,80,80,80,80,80,80,80,80,80,80,80,12,100.0
2023-24,Tirupathur,Jolarpet,Kudiyanakuppam,96,96,96,96,96,96,96,96,96,96,96,96,12,100.0
2023-24,Tirupathur,Jolarpet,Peddakallupalli,109,109,109,109,109,109,109,109,109,109,109,109,12,100.0
2023-24,Tirupathur,Jolarpet,Ponneri,67,67,67,67,67,67,67,67,67,67,67,67,12,100.0
2023-24,Tirupathur,Jolarpet,Puthagaram,90,90,90,90,90,90,90,90,90,90,90,90,12,100.0
2023-24,Tirupathur,Kandili,Avalnayakkanpatti,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tirupathur,Kandili,Badanavadi,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tirupathur,Kandili,Chinnarampatti,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tirupathur,Kandili,Ganganayakanpatti,8,8,8,8,8,8,8,8,8,8,8,8,12,100.0
2023-24,Tirupathur,Kandili,Kakangarai,97,97,97,97,97,97,97,97,97,97,97,97,12,100.0
2023-24,Tirupathur,Kandili,Karungalipatti,20,20,20,20,20,20,20,20,20,20,20,20,12,100.0
2023-24,Tirupathur,Kandili,Kasinayagampatti (Ct),100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tirupathur,Kandili,Naravindampatti,18,18,18,18,18,18,18,18,18,18,18,18,12,100.0
2023-24,Tirupathur,Kandili,Nariyaneri,102,102,102,102,102,101,102,102,102,102,102,102,12,100.0
2023-24,Tirupathur,Kandili,Natham,43,43,43,43,43,43,43,43,43,43,43,43,12,100.0
2023-24,Tirupathur,Kandili,Vengalapuram,97,97,97,97,97,97,97,97,97,97,97,97,12,100.0
2023-24,Tirupathur,Madhanur,Bavaravuthampattadai,39,39,39,39,39,39,39,39,39,39,39,39,12,100.0
2023-24,Tirupathur,Madhanur,Kannadikuppam,15,15,15,15,15,15,15,15,15,15,15,15,12,100.0
2023-24,Tirupathur,Madhanur,Kumaramangalam,90,90,90,90,90,90,90,90,90,90,90,90,12,100.0
2023-24,Tirupathur,Madhanur,Minnur,118,118,118,118,118,118,118,118,118,118,118,118,12,100.0
2023-24,Tirupathur,Madhanur,Nariambattu,79,79,79,79,79,79,79,79,79,79,79,79,12,100.0
2023-24,Tirupathur,Madhanur,Parsanapalli,101,101,101,101,101,101,101,101,101,101,101,101,12,100.0
2023-24,Tirupathur,Madhanur,Sathambakkam,114,114,114,114,114,114,114,114,114,114,114,114,12,100.0
2023-24,Tirupathur,Madhanur,Solur,50,50,50,50,50,50,50,50,50,50,50,50,12,100.0
2023-24,Tirupathur,Madhanur,Vadacheri,120,120,120,120,120,120,120,120,120,120,120,120,12,100.0
2023-24,Tirupathur,Madhanur,Vellakkal,48,48,48,48,48,48,48,48,48,48,48,48,12,100.0
2023-24,Tirupathur,Madhanur,Vinnamangalam,128,128,128,128,128,128,128,128,128,128,128,128,12,100.0
2023-24,Tirupathur,Natrampalli,Ambalur,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tirupathur,Natrampalli,Nayanaseruvu,153,153,153,153,153,153,153,153,153,153,153,153,12,100.0
2023-24,Tirupathur,Natrampalli,Pullur,60,60,60,60,60,60,60,60,60,60,60,60,12,100.0
2023-24,Tirupathur,Natrampalli,Ramanaickenpettai,150,150,150,150,150,150,150,150,150,150,150,150,12,100.0
2023-24,Tirupathur,Natrampalli,Thumberi,37,37,37,37,37,37,37,37,37,37,37,37,12,100.0
2023-24,Tirupathur,Tiruppattur,A.K.Mottur,168,168,168,168,168,168,168,168,168,168,168,168,12,100.0
2023-24,Tirupathur,Tiruppattur,Bommikuppam,80,80,80,80,80,80,80,80,80,80,80,80,12,100.0
2023-24,Tirupathur,Tiruppattur,Chokkanampatti,7,7,7,7,7,7,7,7,7,7,7,7,12,100.0
2023-24,Tirupathur,Tiruppattur,Palnankuppam,139,139,139,139,139,139,139,139,139,139,139,139,12,100.0
2023-24,Tirupathur,Tiruppattur,Rachamangalam,232,232,232,232,232,232,232,232,232,232,232,232,12,100.0
2023-24,Tiruppur,Avanashi,Ayyampalayam,98,98,98,98,98,98,98,98,98,97,98,98,12,100.0
2023-24,Tiruppur,Avanashi,Mangarasavalayapalayam,98,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Avanashi,Muriandampalayam,105,105,105,105,105,105,105,105,105,105,105,105,12,100.0
2023-24,Tiruppur,Avanashi,Naduvacheri,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruppur,Avanashi,Pongalur,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruppur,Avanashi,Thulukkamuthur,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruppur,Dharapuram,Bommanallur,97,97,97,97,97,97,97,97,97,96,97,97,12,100.0
2023-24,Tiruppur,Dharapuram,Chitravathanpalayam,98,98,98,98,98,98,98,98,98,98,98,98,12,100.0
2023-24,Tiruppur,Dharapuram,Nallampalayam,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruppur,Gudimangalam,Amandakadavu,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Gudimangalam,Kongalnagaram,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Gudimangalam,Kosavampalayam,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Gudimangalam,Mukkudu-Jallipatti,32,32,32,32,32,32,32,32,32,32,32,32,12,100.0
2023-24,Tiruppur,Gudimangalam,Pannaikinar,67,67,67,67,67,67,67,67,67,67,67,67,12,100.0
2023-24,Tiruppur,Gudimangalam,Somavarapatti,98,98,98,98,98,98,98,98,98,98,98,98,12,100.0
2023-24,Tiruppur,Kangayam,Kathanganni,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Kangayam,Padiyur,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruppur,Kangayam,Sivanmalai,80,80,80,80,80,80,80,80,80,80,80,80,12,100.0
2023-24,Tiruppur,Kundadam,Bellampatti,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Kundadam,Kannankoil,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Kundadam,Periyakumarapalayam,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Kundadam,Uthiyur,98,98,98,98,98,98,98,98,98,98,98,98,12,100.0
2023-24,Tiruppur,Madathukulam,Metrathi,98,98,98,98,98,98,98,98,98,98,98,98,12,100.0
2023-24,Tiruppur,Madathukulam,Thanthoni,97,97,97,97,97,97,97,97,97,97,97,97,12,100.0
2023-24,Tiruppur,Mulanur,Erasinampalayam,26,26,26,26,26,26,26,26,26,26,26,26,12,100.0
2023-24,Tiruppur,Mulanur,Peramium,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Mulanur,Thattaravaluvu,72,72,72,72,72,72,72,72,72,71,72,72,12,100.0
2023-24,Tiruppur,Palladam,Anuppatti,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Palladam,Ichipatti,98,98,98,98,98,98,98,98,98,98,98,98,12,100.0
2023-24,Tiruppur,Palladam,K.Krishnapuram,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Palladam,Karadibavi,97,97,97,97,97,97,97,97,97,97,97,97,12,100.0
2023-24,Tiruppur,Pongalur,Kethanur,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Pongalur,Peruntholuvu,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Pongalur,Velarasivadamalaipalayam,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Tiruppur,Pattampalayam,101,101,101,101,101,101,101,101,101,101,101,101,12,100.0
2023-24,Tiruppur,Tiruppur,Pongupalayam,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruppur,Tiruppur,Thoravalur,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruppur,Udumalpet,Elayamuthur,98,98,98,98,98,98,98,98,98,98,98,98,12,100.0
2023-24,Tiruppur,Udumalpet,Ganapathipalayam,100,100,100,100,100,100,100,100,100,99,100,100,12,100.0
2023-24,Tiruppur,Udumalpet,Kodingiam,67,67,67,67,67,67,67,67,67,67,67,67,12,100.0
2023-24,Tiruppur,Udumalpet,Poolankinar (Ct),99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Udumalpet,Pungamuthur,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Udumalpet,R. Velur,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Udumalpet,Reddipalayam,51,51,51,51,51,51,51,51,51,51,51,51,12,100.0
2023-24,Tiruppur,Udumalpet,Sarkarpudur,48,48,48,48,48,48,48,48,48,48,48,48,12,100.0
2023-24,Tiruppur,Udumalpet,Thumbalapatti,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Udumalpet,Udukkampalayam,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruppur,Udumalpet,Valayapalayam,32,32,32,32,32,32,32,32,32,32,32,32,12,100.0
2023-24,Tiruppur,Uttukkuli,Komaragoundanpalayam,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruppur,Uttukkuli,Koonampatti,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruppur,Uttukkuli,Mettupalayam,43,43,43,43,43,43,43,43,43,43,43,43,12,100.0
2023-24,Tiruppur,Uttukkuli,Sengalipalayam,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruppur,Uttukkuli,Setti Kuttai,98,98,98,98,98,98,98,98,98,98,98,98,12,100.0
2023-24,Tiruppur,Uttukkuli,Thenmugam Kangayapalayam,41,40,41,41,41,41,41,41,41,41,41,41,12,100.0
2023-24,Tiruppur,Uttukkuli,Vadamugam Kangayapalayam,58,58,58,58,58,58,58,58,58,58,58,58,12,100.0
2023-24,Tiruppur,Uttukkuli,Velliampathy,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruppur,Vellakoil,Rasathivalavu,57,57,57,57,57,57,57,57,57,57,57,57,12,100.0
2023-24,Tiruppur,Vellakoil,Uthamapalayam,100,100,100,100,100,100,100,100,100,98,100,100,12,100.0
2023-24,Tiruvannamalai,Anakkavur,Alathur,101,101,101,101,101,101,101,101,101,101,101,101,12,100.0
2023-24,Tiruvannamalai,Anakkavur,Cheyyatraivendran,118,118,118,118,118,118,118,118,118,118,118,118,12,100.0
2023-24,Tiruvannamalai,Anakkavur,Elaneerkundram,95,95,95,95,95,95,95,95,95,95,95,95,12,100.0
2023-24,Tiruvannamalai,Anakkavur,Kizhneerkundrum,98,98,98,98,98,98,98,98,98,98,98,98,12,100.0
2023-24,Tiruvannamalai,Anakkavur,Kizhnethapakkam,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2023-24,Tiruvannamalai,Anakkavur,Koozhamandal,95,95,95,95,95,95,95,95,95,95,95,95,12,100.0
2023-24,Tiruvannamalai,Anakkavur,Kovilur,89,89,89,89,89,89,89,89,89,89,89,89,12,100.0
2023-24,Tiruvannamalai,Anakkavur,Mahajanampakkam,115,115,115,115,115,115,115,115,115,115,115,115,12,100.0
2023-24,Tiruvannamalai,Anakkavur,Mulagiripattu,104,104,104,104,104,104,104,104,104,104,104,104,12,100.0
2023-24,Tiruvannamalai,Anakkavur,Thenelapakkam,98,98,98,98,98,98,98,98,98,98,98,98,12,100.0
2023-24,Tiruvannamalai,Anakkavur,Thenthandalam,72,72,72,72,72,72,72,72,72,72,72,72,12,100.0
2023-24,Tiruvannamalai,Anakkavur,Vadalapiranthan,116,116,116,116,116,116,116,116,116,116,116,116,12,100.0
2023-24,Tiruvannamalai,Arani,Kalpoondi,174,174,174,174,174,174,174,174,174,174,174,174,12,100.0
2023-24,Tiruvannamalai,Arani,Mamandur,81,81,81,81,81,81,81,81,81,81,81,81,12,100.0
2023-24,Tiruvannamalai,Arani,Morappanthangal,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2023-24,Tiruvannamalai,Arani,Nesal,120,119,120,120,120,120,120,120,120,120,120,119,12,100.0
2023-24,Tiruvannamalai,Arani,Poosimalaikuppam,141,141,141,141,141,141,141,141,141,141,141,141,12,100.0
2023-24,Tiruvannamalai,Arani,Vadugasathu,223,222,223,223,223,223,223,223,223,223,223,223,12,100.0
2023-24,Tiruvannamalai,Arani,Velapadi,41,41,41,41,41,41,41,41,41,41,41,39,12,100.0
2023-24,Tiruvannamalai,Arani,Vettiyantholuvam,101,101,101,101,101,101,101,101,101,101,101,101,12,100.0
2023-24,Tiruvannamalai,Chengam,Agaram (Se),81,81,80,81,81,81,81,81,81,81,81,81,12,100.0
2023-24,Tiruvannamalai,Chengam,Aswanagasurunai,66,66,65,66,66,66,66,66,66,66,66,66,12,100.0
2023-24,Tiruvannamalai,Chengam,Chennasamudram,150,150,150,150,150,150,150,150,150,150,150,150,12,100.0
2023-24,Tiruvannamalai,Chengam,Kalladavi,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2023-24,Tiruvannamalai,Chengam,Kannakurkkai,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Chengam,Manmalai,47,47,47,47,47,47,47,47,47,47,47,47,12,100.0
2023-24,Tiruvannamalai,Chengam,Melpallipattu,122,122,122,122,122,122,122,122,122,122,122,122,12,100.0
2023-24,Tiruvannamalai,Chengam,Periakolapadi,121,121,121,121,121,121,121,121,121,121,121,121,12,100.0
2023-24,Tiruvannamalai,Chengam,Se.Sorapanandal,117,117,117,117,117,117,117,117,117,117,117,117,12,100.0
2023-24,Tiruvannamalai,Chengam,Uchimalaikuppam,97,97,97,97,97,97,97,97,97,97,97,97,12,100.0
2023-24,Tiruvannamalai,Chetput,Appedu,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Chetput,Athurai,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Chetput,Cheyyanandal,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Chetput,Gangasoodamani,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Chetput,Jambukonambut,28,28,28,28,28,28,28,28,28,28,28,28,12,100.0
2023-24,Tiruvannamalai,Chetput,Kilpattu,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Chetput,Kolavoor,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Chetput,Madavilagam,70,70,70,70,70,70,70,70,70,70,70,70,12,100.0
2023-24,Tiruvannamalai,Chetput,Modanapalayam,15,15,15,15,15,15,15,15,15,15,15,15,12,100.0
2023-24,Tiruvannamalai,Chetput,Nambedu,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Chetput,Ogur,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Chetput,Thumbur,87,87,87,87,87,87,87,87,87,87,87,87,12,100.0
2023-24,Tiruvannamalai,Cheyyar,Devanathur,8,8,8,8,8,8,8,8,8,8,8,8,12,100.0
2023-24,Tiruvannamalai,Cheyyar,Eraiyur,101,101,101,101,101,101,101,101,101,101,101,101,12,100.0
2023-24,Tiruvannamalai,Cheyyar,Kaduganur,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Cheyyar,Korukkai,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Cheyyar,Mangalam,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2023-24,Tiruvannamalai,Cheyyar,Munugapattu,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Cheyyar,Naval,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Cheyyar,Pillanthi,92,92,92,92,92,92,92,92,92,92,92,92,12,100.0
2023-24,Tiruvannamalai,Cheyyar,Ramakrishnapuram,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Cheyyar,Thenpoondipattu,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Cheyyar,Thirumani,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Cheyyar,Vadangampattu,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Cheyyar,Vinnavadi,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Jawathu Hills,Kallathur,43,42,43,43,43,43,43,43,43,43,43,43,12,100.0
2023-24,Tiruvannamalai,Jawathu Hills,Kilaiyur,54,54,54,54,54,54,54,54,54,54,54,54,12,100.0
2023-24,Tiruvannamalai,Jawathu Hills,Melsilambadi,97,97,97,97,97,97,97,97,97,97,97,97,12,100.0
2023-24,Tiruvannamalai,Jawathu Hills,Padapanjamarathur,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2023-24,Tiruvannamalai,Jawathu Hills,Vannankuttai,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2023-24,Tiruvannamalai,Kalasapakkam,Anaivady,99,99,99,99,99,99,99,99,99,99,99,99,12,100.0
2023-24,Tiruvannamalai,Kalasapakkam,Deverayanpalayam,105,105,105,105,105,105,105,105,105,105,105,105,12,100.0
2023-24,Tiruvannamalai,Kalasapakkam,Kalur,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Kalasapakkam,Kanthapalayam,25,25,25,25,25,25,25,25,25,25,25,25,12,100.0
2023-24,Tiruvannamalai,Kalasapakkam,Kettavarampalayam,101,101,101,101,101,101,101,101,101,101,101,101,12,100.0
2023-24,Tiruvannamalai,Kalasapakkam,Mathimangalam (Then),98,98,98,98,98,98,98,98,98,98,98,98,12,100.0
2023-24,Tiruvannamalai,Kalasapakkam,Mattavettu,102,102,102,102,102,102,102,102,102,102,102,102,12,100.0
2023-24,Tiruvannamalai,Kalasapakkam,Seenandal,75,75,75,75,75,75,75,75,75,75,75,75,12,100.0
2023-24,Tiruvannamalai,Kalasapakkam,Sengaputheri,94,94,94,94,94,94,94,94,94,94,94,94,12,100.0
2023-24,Tiruvannamalai,Kalasapakkam,Veeralur,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Keelpennathur,Agaram,98,98,98,98,98,98,98,98,98,98,98,98,12,100.0
2023-24,Tiruvannamalai,Keelpennathur,Andalur,11,11,11,11,11,11,11,11,11,11,11,11,12,100.0
2023-24,Tiruvannamalai,Keelpennathur,Angunam,103,103,103,103,103,103,103,103,103,103,103,103,12,100.0
2023-24,Tiruvannamalai,Keelpennathur,Arumbakkam,90,90,90,90,90,90,90,90,90,90,90,90,12,100.0
2023-24,Tiruvannamalai,Keelpennathur,Kalpoondi,82,81,82,82,82,82,82,82,82,82,82,82,12,100.0
2023-24,Tiruvannamalai,Keelpennathur,Karikilambadi,102,102,102,102,102,102,102,102,102,102,102,102,12,100.0
2023-24,Tiruvannamalai,Keelpennathur,Keekaloor,119,118,119,119,119,119,119,119,119,119,119,119,12,100.0
2023-24,Tiruvannamalai,Keelpennathur,Kunnankuppam,41,41,41,41,41,41,41,41,41,41,41,41,12,100.0
2023-24,Tiruvannamalai,Keelpennathur,Manavaram,33,33,33,33,33,33,33,33,33,33,33,33,12,100.0
2023-24,Tiruvannamalai,Keelpennathur,Nadalarganandal,111,111,111,111,111,111,111,111,111,111,111,110,12,100.0
2023-24,Tiruvannamalai,Keelpennathur,Rayampettai,10,10,10,10,10,10,10,10,10,10,10,10,12,100.0
2023-24,Tiruvannamalai,Keelpennathur,Sanipoondi,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Pernamallur,Anaibogi,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2023-24,Tiruvannamalai,Pernamallur,Anmarudai,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Pernamallur,Arasampattu,201,201,201,201,201,201,201,201,201,201,201,201,12,100.0
2023-24,Tiruvannamalai,Pernamallur,Injimedu,114,114,114,114,114,114,114,114,114,114,114,114,12,100.0
2023-24,Tiruvannamalai,Pernamallur,Jagannathapuram,75,75,75,75,75,75,75,75,75,75,75,75,12,100.0
2023-24,Tiruvannamalai,Pernamallur,Kolipuliyur,57,57,57,57,57,57,57,57,57,57,57,57,12,100.0
2023-24,Tiruvannamalai,Pernamallur,Marakkunam,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Pernamallur,Matam,53,53,53,53,53,53,53,53,53,53,53,53,12,100.0
2023-24,Tiruvannamalai,Pernamallur,Melpalayam,23,23,23,23,23,23,23,23,23,23,23,23,12,100.0
2023-24,Tiruvannamalai,Pernamallur,Nambedu,122,122,122,122,122,122,122,122,122,122,122,122,12,100.0
2023-24,Tiruvannamalai,Pernamallur,Poongunam,106,107,107,107,107,107,107,107,107,107,107,107,12,100.0
2023-24,Tiruvannamalai,Pernamallur,Solavaram,79,80,80,80,80,80,80,80,80,80,80,80,12,100.0
2023-24,Tiruvannamalai,Pernamallur,Thavani,60,60,60,60,60,60,60,60,60,60,60,60,12,100.0
2023-24,Tiruvannamalai,Polur,Alliyabad,57,57,57,57,57,57,57,57,57,57,57,57,12,100.0
2023-24,Tiruvannamalai,Polur,Athuvambady,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Polur,Eluvambady,76,76,76,76,76,76,76,76,76,76,76,76,12,100.0
2023-24,Tiruvannamalai,Polur,Illupakunam,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Polur,Kuppam,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Polur,Parvathiagaram,43,43,43,43,43,43,43,43,43,43,43,43,12,100.0
2023-24,Tiruvannamalai,Polur,Pudupalayam,96,96,96,96,96,96,96,96,96,96,96,96,12,100.0
2023-24,Tiruvannamalai,Polur,Tirusoor,132,133,133,133,133,133,133,133,133,133,133,133,12,100.0
2023-24,Tiruvannamalai,Polur,Vasur,97,97,97,97,97,97,97,97,97,97,97,97,12,100.0
2023-24,Tiruvannamalai,Polur,Vaziur,100,100,99,100,100,100,98,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Pudupalayam,Eraiyur,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Pudupalayam,Gulalpadi,32,32,32,32,32,32,32,32,32,32,32,32,12,100.0
2023-24,Tiruvannamalai,Pudupalayam,Japthikariyandal,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Pudupalayam,Kilpadur,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Pudupalayam,Melapunjai,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2023-24,Tiruvannamalai,Pudupalayam,Munnuramangalam,200,200,200,200,200,200,200,200,200,200,200,200,12,100.0
2023-24,Tiruvannamalai,Pudupalayam,Muthanur,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
