year,district_name,district_code,block_name,block_code,village_name,village_code,Nitrogen_Low,Nitrogen_Medium,Nitrogen_High,Nitrogen_sample_count,Nitrogen_status,Nitrogen_coverage,Nitrogen_status_support_pct,Phosphorus_Low,Phosphorus_Medium,Phosphorus_High,Phosphorus_sample_count,Phosphorus_status,Phosphorus_coverage,Phosphorus_status_support_pct,Potassium_Low,Potassium_Medium,Potassium_High,Potassium_sample_count,Potassium_status,Potassium_coverage,Potassium_status_support_pct,Organic Carbon_Low,Organic Carbon_Medium,Organic Carbon_High,Organic Carbon_sample_count,Organic Carbon_status,Organic Carbon_coverage,Organic Carbon_status_support_pct,Soil Ph_Acidic,Soil Ph_Neutral,Soil Ph_Alkaline,Soil Ph_sample_count,Soil Ph_status,Soil Ph_coverage,Soil Ph_status_support_pct,Electrical Conductivity_Non Saline,Electrical Conductivity_Saline,Electrical Conductivity_sample_count,Electrical Conductivity_status,Electrical Conductivity_coverage,Electrical Conductivity_status_support_pct,Zinc_Deficient,Zinc_Sufficient,Zinc_sample_count,Zinc_status,Zinc_coverage,Zinc_status_support_pct,Boron_Deficient,Boron_Sufficient,Boron_sample_count,Boron_status,Boron_coverage,Boron_status_support_pct,Manganese_Deficient,Manganese_Sufficient,Manganese_sample_count,Manganese_status,Manganese_coverage,Manganese_status_support_pct,Sulphur_Deficient,Sulphur_Sufficient,Sulphur_sample_count,Sulphur_status,Sulphur_coverage,Sulphur_status_support_pct,Copper_Deficient,Copper_Sufficient,Copper_sample_count,Copper_status,Copper_coverage,Copper_status_support_pct,Iron_Deficient,Iron_Sufficient,Iron_sample_count,Iron_status,Iron_coverage,Iron_status_support_pct,nutrients_available,overall_coverage_pct,overall_evidence_level
2024-25,Erode,573,Nambiyur,6168,Gudakkarai,634933,149,0,0,149,Low,High,100.0,19,130,0,149,Medium,High,87.25,0,6,143,149,High,High,95.97,148,1,0,149,Low,High,99.33,0,149,0,149,Neutral,High,100.0,111,38,149,Non Saline,High,74.5,45,102,147,Sufficient,High,69.39,1,148,149,Sufficient,High,99.33,50,99,149,Sufficient,High,66.44,45,104,149,Sufficient,High,69.8,7,141,148,Sufficient,High,95.27,79,70,149,Deficient,High,53.02,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Irugalur,634944,7,0,0,7,Low,Moderate,100.0,0,7,0,7,Medium,Moderate,100.0,0,0,7,7,High,Moderate,100.0,4,3,0,7,Low,Moderate,57.14,0,7,0,7,Neutral,Moderate,100.0,3,4,7,Saline,Moderate,57.14,3,4,7,Sufficient,Moderate,57.14,0,7,7,Sufficient,Moderate,100.0,4,3,7,Deficient,Moderate,57.14,2,5,7,Sufficient,Moderate,71.43,0,7,7,Sufficient,Moderate,100.0,2,5,7,Sufficient,Moderate,71.43,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Kadasellipalayam,634952,6,0,0,6,Low,Moderate,100.0,1,5,0,6,Medium,Moderate,83.33,0,1,5,6,High,Moderate,83.33,5,1,0,6,Low,Moderate,83.33,0,6,0,6,Neutral,Moderate,100.0,6,0,6,Non Saline,Moderate,100.0,3,3,6,Deficient|Sufficient,Moderate,50.0,0,6,6,Sufficient,Moderate,100.0,3,3,6,Deficient|Sufficient,Moderate,50.0,3,3,6,Deficient|Sufficient,Moderate,50.0,0,6,6,Sufficient,Moderate,100.0,6,0,6,Deficient,Moderate,100.0,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Kadathur,634931,12,0,0,12,Low,Good,100.0,0,12,0,12,Medium,Good,100.0,0,0,12,12,High,Good,100.0,11,1,0,12,Low,Good,91.67,0,12,0,12,Neutral,Good,100.0,12,0,12,Non Saline,Good,100.0,4,8,12,Sufficient,Good,66.67,0,12,12,Sufficient,Good,100.0,2,10,12,Sufficient,Good,83.33,4,8,12,Sufficient,Good,66.67,0,12,12,Sufficient,Good,100.0,4,8,12,Sufficient,Good,66.67,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Karattupalayam,634929,10,0,0,10,Low,Moderate,100.0,1,9,0,10,Medium,Moderate,90.0,1,1,8,10,High,Moderate,80.0,10,0,0,10,Low,Moderate,100.0,0,8,2,10,Neutral,Moderate,80.0,10,0,10,Non Saline,Moderate,100.0,5,5,10,Deficient|Sufficient,Moderate,50.0,0,10,10,Sufficient,Moderate,100.0,6,4,10,Deficient,Moderate,60.0,4,6,10,Sufficient,Moderate,60.0,0,10,10,Sufficient,Moderate,100.0,5,5,10,Deficient|Sufficient,Moderate,50.0,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Karattupalayam B,932654,8,0,0,8,Low,Moderate,100.0,0,8,0,8,Medium,Moderate,100.0,0,1,7,8,High,Moderate,87.5,6,2,0,8,Low,Moderate,75.0,0,8,0,8,Neutral,Moderate,100.0,8,0,8,Non Saline,Moderate,100.0,4,4,8,Deficient|Sufficient,Moderate,50.0,0,8,8,Sufficient,Moderate,100.0,5,3,8,Deficient,Moderate,62.5,1,7,8,Sufficient,Moderate,87.5,0,8,8,Sufficient,Moderate,100.0,8,0,8,Deficient,Moderate,100.0,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Kosanam,634943,16,0,0,16,Low,Good,100.0,1,15,0,16,Medium,Good,93.75,0,0,16,16,High,Good,100.0,16,0,0,16,Low,Good,100.0,0,16,0,16,Neutral,Good,100.0,16,0,16,Non Saline,Good,100.0,10,6,16,Deficient,Good,62.5,0,16,16,Sufficient,Good,100.0,9,7,16,Deficient,Good,56.25,7,9,16,Sufficient,Good,56.25,0,16,16,Sufficient,Good,100.0,9,7,16,Deficient,Good,56.25,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Kosanam B,932661,1,0,0,1,Low,Very Low,100.0,0,1,0,1,Medium,Very Low,100.0,0,0,1,1,High,Very Low,100.0,0,1,0,1,Medium,Very Low,100.0,0,1,0,1,Neutral,Very Low,100.0,1,0,1,Non Saline,Very Low,100.0,0,1,1,Sufficient,Very Low,100.0,0,1,1,Sufficient,Very Low,100.0,0,1,1,Sufficient,Very Low,100.0,0,1,1,Sufficient,Very Low,100.0,0,1,1,Sufficient,Very Low,100.0,1,0,1,Deficient,Very Low,100.0,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Kurumandur,634935,2,0,0,2,Low,Very Low,100.0,0,2,0,2,Medium,Very Low,100.0,0,0,2,2,High,Very Low,100.0,0,2,0,2,Medium,Very Low,100.0,0,2,0,2,Neutral,Very Low,100.0,2,0,2,Non Saline,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,2,0,2,Deficient,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,2,0,2,Deficient,Very Low,100.0,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Lagampalayam,634946,3,0,0,3,Low,Low,100.0,1,2,0,3,Medium,Low,66.67,0,0,3,3,High,Low,100.0,2,1,0,3,Low,Low,66.67,0,3,0,3,Neutral,Low,100.0,3,0,3,Non Saline,Low,100.0,1,2,3,Sufficient,Low,66.67,0,3,3,Sufficient,Low,100.0,3,0,3,Deficient,Low,100.0,1,2,3,Sufficient,Low,66.67,0,3,3,Sufficient,Low,100.0,1,2,3,Sufficient,Low,66.67,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Mottanam,634949,4,0,0,4,Low,Low,100.0,0,4,0,4,Medium,Low,100.0,0,0,4,4,High,Low,100.0,4,0,0,4,Low,Low,100.0,0,4,0,4,Neutral,Low,100.0,4,0,4,Non Saline,Low,100.0,2,2,4,Deficient|Sufficient,Low,50.0,0,4,4,Sufficient,Low,100.0,3,1,4,Deficient,Low,75.0,0,4,4,Sufficient,Low,100.0,0,4,4,Sufficient,Low,100.0,4,0,4,Deficient,Low,100.0,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Nambiyur,932383,8,0,0,8,Low,Moderate,100.0,2,6,0,8,Medium,Moderate,75.0,0,0,8,8,High,Moderate,100.0,7,1,0,8,Low,Moderate,87.5,0,8,0,8,Neutral,Moderate,100.0,8,0,8,Non Saline,Moderate,100.0,6,2,8,Deficient,Moderate,75.0,0,8,8,Sufficient,Moderate,100.0,5,3,8,Deficient,Moderate,62.5,3,5,8,Sufficient,Moderate,62.5,0,8,8,Sufficient,Moderate,100.0,8,0,8,Deficient,Moderate,100.0,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Nambiyur B,932669,1,0,0,1,Low,Very Low,100.0,0,1,0,1,Medium,Very Low,100.0,0,0,1,1,High,Very Low,100.0,1,0,0,1,Low,Very Low,100.0,0,1,0,1,Neutral,Very Low,100.0,1,0,1,Non Saline,Very Low,100.0,1,0,1,Deficient,Very Low,100.0,0,1,1,Sufficient,Very Low,100.0,0,1,1,Sufficient,Very Low,100.0,1,0,1,Deficient,Very Low,100.0,0,1,1,Sufficient,Very Low,100.0,1,0,1,Deficient,Very Low,100.0,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Nichampalayam,634956,3,0,0,3,Low,Low,100.0,0,3,0,3,Medium,Low,100.0,0,0,3,3,High,Low,100.0,1,2,0,3,Medium,Low,66.67,0,3,0,3,Neutral,Low,100.0,3,0,3,Non Saline,Low,100.0,0,3,3,Sufficient,Low,100.0,0,3,3,Sufficient,Low,100.0,1,2,3,Sufficient,Low,66.67,0,3,3,Sufficient,Low,100.0,0,3,3,Sufficient,Low,100.0,3,0,3,Deficient,Low,100.0,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Olalakovil,634951,14,0,0,14,Low,Good,100.0,0,14,0,14,Medium,Good,100.0,0,0,14,14,High,Good,100.0,11,3,0,14,Low,Good,78.57,0,14,0,14,Neutral,Good,100.0,11,3,14,Non Saline,Good,78.57,6,8,14,Sufficient,Good,57.14,0,14,14,Sufficient,Good,100.0,3,11,14,Sufficient,Good,78.57,6,8,14,Sufficient,Good,57.14,0,14,14,Sufficient,Good,100.0,6,8,14,Sufficient,Good,57.14,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Polavapalayam,634948,2,0,0,2,Low,Very Low,100.0,0,2,0,2,Medium,Very Low,100.0,0,0,2,2,High,Very Low,100.0,1,1,0,2,Low|Medium,Very Low,50.0,0,2,0,2,Neutral,Very Low,100.0,2,0,2,Non Saline,Very Low,100.0,1,1,2,Deficient|Sufficient,Very Low,50.0,0,2,2,Sufficient,Very Low,100.0,1,1,2,Deficient|Sufficient,Very Low,50.0,0,2,2,Sufficient,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,2,0,2,Deficient,Very Low,100.0,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Santhipalayam,634954,2,0,0,2,Low,Very Low,100.0,0,2,0,2,Medium,Very Low,100.0,0,0,2,2,High,Very Low,100.0,0,2,0,2,Medium,Very Low,100.0,0,2,0,2,Neutral,Very Low,100.0,2,0,2,Non Saline,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,2,0,2,Deficient,Very Low,100.0,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Sinnaripalayam,634953,25,0,0,25,Low,Good,100.0,2,23,0,25,Medium,Good,92.0,0,0,25,25,High,Good,100.0,16,9,0,25,Low,Good,64.0,0,25,0,25,Neutral,Good,100.0,25,0,25,Non Saline,Good,100.0,14,10,24,Deficient,Good,58.33,0,25,25,Sufficient,Good,100.0,13,12,25,Deficient,Good,52.0,13,12,25,Deficient,Good,52.0,4,21,25,Sufficient,Good,84.0,18,7,25,Deficient,Good,72.0,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Talguni,634942,2,0,0,2,Low,Very Low,100.0,1,1,0,2,Low|Medium,Very Low,50.0,0,0,2,2,High,Very Low,100.0,0,2,0,2,Medium,Very Low,100.0,0,2,0,2,Neutral,Very Low,100.0,2,0,2,Non Saline,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,2,0,2,Deficient,Very Low,100.0,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Sundakkampalayam,634932,152,0,0,152,Low,High,100.0,5,141,6,152,Medium,High,92.76,1,7,144,152,High,High,94.74,145,6,0,151,Low,High,96.03,0,144,7,151,Neutral,High,95.36,151,0,151,Non Saline,High,100.0,27,125,152,Sufficient,High,82.24,0,151,151,Sufficient,High,100.0,52,100,152,Sufficient,High,65.79,27,125,152,Sufficient,High,82.24,1,151,152,Sufficient,High,99.34,75,77,152,Sufficient,High,50.66,12,100.0,High
2024-25,Erode,573,Nambiyur,6168,Vemandampalayam,634947,14,0,0,14,Low,Good,100.0,3,11,0,14,Medium,Good,78.57,0,0,14,14,High,Good,100.0,12,2,0,14,Low,Good,85.71,0,13,1,14,Neutral,Good,92.86,9,5,14,Non Saline,Good,64.29,3,11,14,Sufficient,Good,78.57,0,14,14,Sufficient,Good,100.0,8,6,14,Deficient,Good,57.14,7,7,14,Deficient|Sufficient,Good,50.0,0,14,14,Sufficient,Good,100.0,3,11,14,Sufficient,Good,78.57,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Agrahara Vijayamangalam,933025,7,0,0,7,Low,Moderate,100.0,1,6,0,7,Medium,Moderate,85.71,0,1,6,7,High,Moderate,85.71,7,0,0,7,Low,Moderate,100.0,0,7,0,7,Neutral,Moderate,100.0,7,0,7,Non Saline,Moderate,100.0,6,1,7,Deficient,Moderate,85.71,0,7,7,Sufficient,Moderate,100.0,1,6,7,Sufficient,Moderate,85.71,3,4,7,Sufficient,Moderate,57.14,0,7,7,Sufficient,Moderate,100.0,6,1,7,Deficient,Moderate,85.71,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Ayegoundanpalayam,634988,1,0,0,1,Low,Very Low,100.0,0,1,0,1,Medium,Very Low,100.0,0,0,1,1,High,Very Low,100.0,1,0,0,1,Low,Very Low,100.0,0,1,0,1,Neutral,Very Low,100.0,1,0,1,Non Saline,Very Low,100.0,1,0,1,Deficient,Very Low,100.0,0,1,1,Sufficient,Very Low,100.0,0,1,1,Sufficient,Very Low,100.0,0,1,1,Sufficient,Very Low,100.0,0,1,1,Sufficient,Very Low,100.0,1,0,1,Deficient,Very Low,100.0,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Chinnamallampalayam,634974,1,0,0,1,Low,Very Low,100.0,0,1,0,1,Medium,Very Low,100.0,0,0,1,1,High,Very Low,100.0,1,0,0,1,Low,Very Low,100.0,0,1,0,1,Neutral,Very Low,100.0,1,0,1,Non Saline,Very Low,100.0,1,0,1,Deficient,Very Low,100.0,0,1,1,Sufficient,Very Low,100.0,0,1,1,Sufficient,Very Low,100.0,1,0,1,Deficient,Very Low,100.0,0,1,1,Sufficient,Very Low,100.0,1,0,1,Deficient,Very Low,100.0,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Chinnavirasangili,634983,151,0,0,151,Low,High,100.0,3,148,0,151,Medium,High,98.01,0,6,145,151,High,High,96.03,149,2,0,151,Low,High,98.68,0,140,11,151,Neutral,High,92.72,149,2,151,Non Saline,High,98.68,82,68,150,Deficient,High,54.67,0,147,147,Sufficient,High,100.0,80,71,151,Deficient,High,52.98,30,121,151,Sufficient,High,80.13,4,147,151,Sufficient,High,97.35,105,46,151,Deficient,High,69.54,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Kallakulam,634977,68,0,0,68,Low,High,100.0,8,59,1,68,Medium,High,86.76,0,0,68,68,High,High,100.0,68,0,0,68,Low,High,100.0,0,68,0,68,Neutral,High,100.0,68,0,68,Non Saline,High,100.0,34,34,68,Deficient|Sufficient,High,50.0,0,68,68,Sufficient,High,100.0,9,59,68,Sufficient,High,86.76,43,25,68,Deficient,High,63.24,2,65,67,Sufficient,High,97.01,41,27,68,Deficient,High,60.29,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Kambiliampatti,635001,3,0,0,3,Low,Low,100.0,2,1,0,3,Low,Low,66.67,0,0,3,3,High,Low,100.0,3,0,0,3,Low,Low,100.0,0,3,0,3,Neutral,Low,100.0,0,3,3,Saline,Low,100.0,0,3,3,Sufficient,Low,100.0,0,3,3,Sufficient,Low,100.0,0,3,3,Sufficient,Low,100.0,2,1,3,Deficient,Low,66.67,0,3,3,Sufficient,Low,100.0,3,0,3,Deficient,Low,100.0,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Kandampalayam,634968,3,0,0,3,Low,Low,100.0,0,3,0,3,Medium,Low,100.0,0,0,3,3,High,Low,100.0,3,0,0,3,Low,Low,100.0,0,3,0,3,Neutral,Low,100.0,3,0,3,Non Saline,Low,100.0,1,2,3,Sufficient,Low,66.67,0,3,3,Sufficient,Low,100.0,0,3,3,Sufficient,Low,100.0,1,2,3,Sufficient,Low,66.67,0,3,3,Sufficient,Low,100.0,3,0,3,Deficient,Low,100.0,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Kanjikoil,932987,7,0,0,7,Low,Moderate,100.0,0,7,0,7,Medium,Moderate,100.0,0,0,7,7,High,Moderate,100.0,7,0,0,7,Low,Moderate,100.0,0,7,0,7,Neutral,Moderate,100.0,6,1,7,Non Saline,Moderate,85.71,2,5,7,Sufficient,Moderate,71.43,0,7,7,Sufficient,Moderate,100.0,2,5,7,Sufficient,Moderate,71.43,3,4,7,Sufficient,Moderate,57.14,0,7,7,Sufficient,Moderate,100.0,7,0,7,Deficient,Moderate,100.0,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Karandipalayam,634981,4,0,0,4,Low,Low,100.0,1,3,0,4,Medium,Low,75.0,0,0,4,4,High,Low,100.0,4,0,0,4,Low,Low,100.0,0,4,0,4,Neutral,Low,100.0,0,4,4,Saline,Low,100.0,1,3,4,Sufficient,Low,75.0,0,4,4,Sufficient,Low,100.0,0,4,4,Sufficient,Low,100.0,3,1,4,Deficient,Low,75.0,0,4,4,Sufficient,Low,100.0,1,3,4,Sufficient,Low,75.0,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Karukkapalayam,634962,3,0,0,3,Low,Low,100.0,0,3,0,3,Medium,Low,100.0,0,0,3,3,High,Low,100.0,3,0,0,3,Low,Low,100.0,0,3,0,3,Neutral,Low,100.0,3,0,3,Non Saline,Low,100.0,0,3,3,Sufficient,Low,100.0,0,3,3,Sufficient,Low,100.0,1,2,3,Sufficient,Low,66.67,1,2,3,Sufficient,Low,66.67,0,3,3,Sufficient,Low,100.0,3,0,3,Deficient,Low,100.0,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Karumandisellipalayam,932989,3,0,0,3,Low,Low,100.0,0,3,0,3,Medium,Low,100.0,0,0,3,3,High,Low,100.0,2,1,0,3,Low,Low,66.67,0,3,0,3,Neutral,Low,100.0,3,0,3,Non Saline,Low,100.0,1,2,3,Sufficient,Low,66.67,0,3,3,Sufficient,Low,100.0,1,2,3,Sufficient,Low,66.67,1,2,3,Sufficient,Low,66.67,0,3,3,Sufficient,Low,100.0,2,1,3,Deficient,Low,66.67,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Koyilpalayam,932978,2,0,0,2,Low,Very Low,100.0,1,1,0,2,Low|Medium,Very Low,50.0,0,0,2,2,High,Very Low,100.0,2,0,0,2,Low,Very Low,100.0,0,2,0,2,Neutral,Very Low,100.0,2,0,2,Non Saline,Very Low,100.0,2,0,2,Deficient,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,1,1,2,Deficient|Sufficient,Very Low,50.0,0,2,2,Sufficient,Very Low,100.0,2,0,2,Deficient,Very Low,100.0,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Kullampalayam,634993,156,0,0,156,Low,High,100.0,13,139,3,155,Medium,High,89.68,0,5,151,156,High,High,96.79,155,1,0,156,Low,High,99.36,0,156,0,156,Neutral,High,100.0,154,2,156,Non Saline,High,98.72,56,100,156,Sufficient,High,64.1,0,156,156,Sufficient,High,100.0,71,85,156,Sufficient,High,54.49,99,57,156,Deficient,High,63.46,5,151,156,Sufficient,High,96.79,115,41,156,Deficient,High,73.72,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Madathupalayam,634958,7,0,0,7,Low,Moderate,100.0,1,6,0,7,Medium,Moderate,85.71,0,1,6,7,High,Moderate,85.71,4,3,0,7,Low,Moderate,57.14,0,7,0,7,Neutral,Moderate,100.0,7,0,7,Non Saline,Moderate,100.0,2,5,7,Sufficient,Moderate,71.43,0,7,7,Sufficient,Moderate,100.0,3,4,7,Sufficient,Moderate,57.14,1,6,7,Sufficient,Moderate,85.71,0,7,7,Sufficient,Moderate,100.0,4,3,7,Deficient,Moderate,57.14,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Palakarai,634973,3,0,0,3,Low,Low,100.0,0,3,0,3,Medium,Low,100.0,0,1,2,3,High,Low,66.67,3,0,0,3,Low,Low,100.0,0,3,0,3,Neutral,Low,100.0,3,0,3,Non Saline,Low,100.0,2,1,3,Deficient,Low,66.67,0,3,3,Sufficient,Low,100.0,1,2,3,Sufficient,Low,66.67,2,1,3,Deficient,Low,66.67,0,3,3,Sufficient,Low,100.0,3,0,3,Deficient,Low,100.0,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Mettupudur,634987,152,0,0,152,Low,High,100.0,27,125,0,152,Medium,High,82.24,1,3,148,152,High,High,97.37,131,21,0,152,Low,High,86.18,0,152,0,152,Neutral,High,100.0,125,27,152,Non Saline,High,82.24,88,63,151,Deficient,High,58.28,1,150,151,Sufficient,High,99.34,83,69,152,Deficient,High,54.61,63,88,151,Sufficient,High,58.28,1,150,151,Sufficient,High,99.34,113,39,152,Deficient,High,74.34,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Moongilpalayam,634986,173,0,0,173,Low,High,100.0,6,167,0,173,Medium,High,96.53,0,3,170,173,High,High,98.27,165,7,0,172,Low,High,95.93,0,172,0,172,Neutral,High,100.0,169,3,172,Non Saline,High,98.26,76,97,173,Sufficient,High,56.07,0,173,173,Sufficient,High,100.0,64,109,173,Sufficient,High,63.01,26,147,173,Sufficient,High,84.97,5,167,172,Sufficient,High,97.09,81,92,173,Sufficient,High,53.18,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Mullampatti,634967,24,0,0,24,Low,Good,100.0,2,22,0,24,Medium,Good,91.67,0,0,24,24,High,Good,100.0,23,1,0,24,Low,Good,95.83,0,24,0,24,Neutral,Good,100.0,24,0,24,Non Saline,Good,100.0,2,22,24,Sufficient,Good,91.67,0,24,24,Sufficient,Good,100.0,5,19,24,Sufficient,Good,79.17,7,17,24,Sufficient,Good,70.83,0,24,24,Sufficient,Good,100.0,16,8,24,Deficient,Good,66.67,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Nallampatti,932992,18,0,0,18,Low,Good,100.0,1,17,0,18,Medium,Good,94.44,0,0,18,18,High,Good,100.0,17,1,0,18,Low,Good,94.44,0,18,0,18,Neutral,Good,100.0,18,0,18,Non Saline,Good,100.0,7,11,18,Sufficient,Good,61.11,0,18,18,Sufficient,Good,100.0,14,4,18,Deficient,Good,77.78,3,15,18,Sufficient,Good,83.33,0,18,18,Sufficient,Good,100.0,16,2,18,Deficient,Good,88.89,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Nichampalayam,634963,6,0,0,6,Low,Moderate,100.0,0,6,0,6,Medium,Moderate,100.0,0,0,6,6,High,Moderate,100.0,6,0,0,6,Low,Moderate,100.0,0,6,0,6,Neutral,Moderate,100.0,6,0,6,Non Saline,Moderate,100.0,3,3,6,Deficient|Sufficient,Moderate,50.0,0,6,6,Sufficient,Moderate,100.0,5,1,6,Deficient,Moderate,83.33,1,5,6,Sufficient,Moderate,83.33,0,6,6,Sufficient,Moderate,100.0,6,0,6,Deficient,Moderate,100.0,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Nimittipalayam,634975,2,0,0,2,Low,Very Low,100.0,0,2,0,2,Medium,Very Low,100.0,0,0,2,2,High,Very Low,100.0,2,0,0,2,Low,Very Low,100.0,0,2,0,2,Neutral,Very Low,100.0,2,0,2,Non Saline,Very Low,100.0,2,0,2,Deficient,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,0,2,2,Sufficient,Very Low,100.0,1,1,2,Deficient|Sufficient,Very Low,50.0,0,2,2,Sufficient,Very Low,100.0,2,0,2,Deficient,Very Low,100.0,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Olapalayam,634966,6,0,0,6,Low,Moderate,100.0,0,6,0,6,Medium,Moderate,100.0,0,0,6,6,High,Moderate,100.0,4,2,0,6,Low,Moderate,66.67,0,6,0,6,Neutral,Moderate,100.0,6,0,6,Non Saline,Moderate,100.0,1,5,6,Sufficient,Moderate,83.33,0,6,6,Sufficient,Moderate,100.0,2,4,6,Sufficient,Moderate,66.67,2,4,6,Sufficient,Moderate,66.67,0,6,6,Sufficient,Moderate,100.0,3,3,6,Deficient|Sufficient,Moderate,50.0,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Pallapalayam,932984,12,0,0,12,Low,Good,100.0,0,12,0,12,Medium,Good,100.0,0,0,12,12,High,Good,100.0,12,0,0,12,Low,Good,100.0,0,12,0,12,Neutral,Good,100.0,11,1,12,Non Saline,Good,91.67,10,2,12,Deficient,Good,83.33,0,12,12,Sufficient,Good,100.0,5,7,12,Sufficient,Good,58.33,7,5,12,Deficient,Good,58.33,0,12,12,Sufficient,Good,100.0,11,1,12,Deficient,Good,91.67,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Pandiampalayam,634964,2,0,0,2,Low,Very Low,100.0,0,2,0,2,Medium,Very Low,100.0,0,0,2,2,High,Very Low,100.0,2,0,0,2,Low,Very Low,100.0,0,2,0,2,Neutral,Very Low,100.0,2,0,2,Non Saline,Very Low,100.0,1,1,2,Deficient|Sufficient,Very Low,50.0,0,2,2,Sufficient,Very Low,100.0,1,1,2,Deficient|Sufficient,Very Low,50.0,1,1,2,Deficient|Sufficient,Very Low,50.0,0,2,2,Sufficient,Very Low,100.0,2,0,2,Deficient,Very Low,100.0,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Pappampalayam,634982,26,0,0,26,Low,High,100.0,2,24,0,26,Medium,High,92.31,0,0,26,26,High,High,100.0,25,1,0,26,Low,High,96.15,0,26,0,26,Neutral,High,100.0,25,1,26,Non Saline,High,96.15,8,18,26,Sufficient,High,69.23,0,26,26,Sufficient,High,100.0,8,18,26,Sufficient,High,69.23,9,17,26,Sufficient,High,65.38,0,26,26,Sufficient,High,100.0,20,6,26,Deficient,High,76.92,12,100.0,High
2024-25,Erode,573,Perundurai,6169,Pattackarampalayam,634992,3,0,0,3,Low,Low,100.0,0,3,0,3,Medium,Low,100.0,0,0,3,3,High,Low,100.0,3,0,0,3,Low,Low,100.0,0,3,0,3,Neutral,Low,100.0,3,0,3,Non Saline,Low,100.0,1,2,3,Sufficient,Low,66.67,0,3,3,Sufficient,Low,100.0,2,1,3,Deficient,Low,66.67,1,2,3,Sufficient,Low,66.67,0,3,3,Sufficient,Low,100.0,3,0,3,Deficient,Low,100.0,12,100.0,High
