year,district_name,district_code,block_name,block_code,village_name,village_code,nitrogen_status,phosphorus_status,potassium_status,organic_carbon_status,electrical_conductivity_status,soil_ph_status,zinc_status,boron_status,manganese_status,sulphur_status,copper_status,iron_status,boron_deficient,boron_sufficient,copper_deficient,copper_sufficient,electrical_conductivity_non_saline,electrical_conductivity_saline,iron_deficient,iron_sufficient,manganese_deficient,manganese_sufficient,nitrogen_high,nitrogen_low,nitrogen_medium,organic_carbon_high,organic_carbon_low,organic_carbon_medium,phosphorus_high,phosphorus_low,phosphorus_medium,potassium_high,potassium_low,potassium_medium,soil_ph_acidic,soil_ph_alkaline,soil_ph_neutral,sulphur_deficient,sulphur_sufficient,zinc_deficient,zinc_sufficient
2023-24,Tiruchirappalli,591,Marungapuri,6375,Sevandampatti,636132,Low,High,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,35,41,0,76,76,0,0,76,0,76,0,76,0,0,76,0,48,27,1,76,0,0,0,0,76,0,76,0,76
2023-24,Tiruchirappalli,591,Marungapuri,6375,Thathanur,636077,Low,High,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,79,81,0,160,160,0,0,160,0,160,0,160,0,0,160,0,160,0,0,130,0,30,0,0,160,0,160,0,160
2023-24,Tiruchirappalli,591,Marungapuri,6375,Thenur,636098,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,65,40,0,105,105,0,0,105,0,105,0,105,0,1,104,0,92,13,0,30,0,75,0,0,105,0,105,0,105
2023-24,Tiruchirappalli,591,Marungapuri,6375,Velakurichi,636119,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,8,8,0,16,16,0,0,16,0,16,0,16,0,0,16,0,16,0,0,15,0,1,0,0,16,0,16,0,16
2023-24,Tiruchirappalli,591,Marungapuri,6375,Venkatanayakanpatti,636120,Low,High,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Deficient,30,70,3,97,100,0,51,49,10,90,1,99,0,0,100,0,74,8,18,88,4,8,0,0,100,11,89,22,78
2023-24,Tiruchirappalli,591,Musiri,6376,Amoor,635749,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,54,48,0,102,102,0,27,75,1,101,0,102,0,0,102,0,75,27,0,102,0,0,0,0,102,0,102,1,101
2023-24,Tiruchirappalli,591,Musiri,6376,Jeyankondan,635722,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,52,49,0,101,101,0,0,101,0,101,0,101,0,0,101,0,19,9,73,58,0,43,0,1,100,0,101,0,101
2023-24,Tiruchirappalli,591,Musiri,6376,Kattukulam,635737,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,56,42,0,98,98,0,1,97,0,98,0,98,0,0,98,0,12,51,35,51,1,46,0,0,98,0,98,0,98
2023-24,Tiruchirappalli,591,Musiri,6376,Moovanur,635735,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,52,49,0,100,101,0,0,101,0,101,0,101,0,0,101,0,7,55,39,62,0,39,0,0,101,0,101,0,101
2023-24,Tiruchirappalli,591,Musiri,6376,Thandalai Puthur,635732,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Deficient,31,71,4,98,102,0,52,50,15,87,0,102,0,0,102,0,22,72,8,53,0,49,0,2,100,19,83,35,67
2023-24,Tiruchirappalli,591,Musiri,6376,Thinnanur,635715,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Deficient,45,51,0,96,96,0,53,43,0,96,0,96,0,0,96,0,0,96,0,96,0,0,0,0,96,0,96,0,96
2023-24,Tiruchirappalli,591,Musiri,6376,Thuraiyur Pudupatti,635713,Low,Medium,Medium,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,57,50,0,107,107,0,0,107,0,107,0,107,0,0,107,0,0,43,64,30,0,77,0,5,102,0,107,0,107
2023-24,Tiruchirappalli,591,Pullambadi,6377,Kallagam,635894,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,48,56,0,104,104,0,8,96,0,104,0,104,0,0,104,0,3,61,40,100,0,4,0,0,104,0,104,0,104
2023-24,Tiruchirappalli,591,Pullambadi,6377,Keelarasoor,635893,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,20,82,0,102,102,0,22,80,0,102,0,100,2,0,102,0,1,75,26,99,0,3,0,0,102,0,102,22,80
2023-24,Tiruchirappalli,591,Pullambadi,6377,Melarasoor,635892,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,66,38,0,104,99,5,29,75,0,104,0,104,0,28,74,2,0,61,43,101,0,3,0,26,78,5,99,16,88
2023-24,Tiruchirappalli,591,Pullambadi,6377,Periyakurukkai,635887,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,57,47,0,104,104,0,97,7,0,104,0,104,0,0,104,0,0,62,42,101,0,3,0,0,104,0,104,0,104
2023-24,Tiruchirappalli,591,Pullambadi,6377,Sirukalapur,635885,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,42,60,0,102,101,1,34,68,0,102,0,102,0,9,91,2,15,55,32,93,0,9,0,11,91,1,101,12,90
2023-24,Tiruchirappalli,591,Pullambadi,6377,Venkatachalapuram (North),635904,Low,Medium,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,0,28,0,28,28,0,7,21,0,28,0,28,0,0,28,0,3,0,25,8,0,20,0,0,28,0,28,13,15
2023-24,Tiruchirappalli,591,Pullambadi,6377,Venkatachalapuram (South),635905,Low,High,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,26,48,0,74,74,0,18,56,0,74,0,74,0,0,74,0,50,0,24,63,0,11,0,0,74,0,74,16,58
2023-24,Tiruchirappalli,591,Pullambadi,6377,Viragalur,635933,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,56,43,0,99,99,0,11,88,0,99,0,99,0,0,99,0,99,0,0,99,0,0,0,0,99,1,98,0,99
2023-24,Tiruchirappalli,591,Tattayyangarpettai,6378,Arachi,635703,Low,Low,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Deficient,25,73,0,97,97,1,50,48,15,83,0,98,0,0,98,0,35,42,21,29,17,52,0,1,97,11,87,22,76
2023-24,Tiruchirappalli,591,Tattayyangarpettai,6378,Muthampatti,635728,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Deficient,27,77,0,104,104,0,52,52,21,83,0,104,0,0,104,0,30,52,22,48,14,42,0,2,102,14,90,36,68
2023-24,Tiruchirappalli,591,Tattayyangarpettai,6378,Serugudi,635706,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,54,60,0,114,114,0,16,98,1,113,0,114,0,0,114,0,0,112,2,114,0,0,0,0,114,0,114,5,109
2023-24,Tiruchirappalli,591,Tattayyangarpettai,6378,Sitilari,635727,Low,Medium,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,30,80,2,107,110,0,52,58,6,104,0,110,0,0,110,0,19,44,47,13,30,67,0,0,110,15,95,51,59
2023-24,Tiruchirappalli,591,Tattayyangarpettai,6378,Urakkarai,635696,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,49,51,0,100,100,0,0,100,1,99,0,100,0,0,100,0,12,68,20,54,1,45,0,1,99,0,100,1,99
2023-24,Tiruchirappalli,591,Thiruverambur,6379,Agaram,933071,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,1,3,0,4,4,0,0,4,0,4,0,4,0,0,4,0,2,2,0,4,0,0,0,2,2,0,4,0,4
2023-24,Tiruchirappalli,591,Thiruverambur,6379,Asur,636027,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,52,48,0,100,90,10,0,100,0,100,0,100,0,0,100,0,75,24,1,57,0,43,0,24,76,1,99,0,99
2023-24,Tiruchirappalli,591,Thiruverambur,6379,Kiliyur,636021,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,52,46,0,98,98,0,0,98,0,98,0,98,0,0,98,0,98,0,0,98,0,0,0,0,98,0,98,0,98
2023-24,Tiruchirappalli,591,Thiruverambur,6379,Panayakurichy,636015,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,58,42,0,100,100,0,47,53,47,53,0,100,0,0,100,0,100,0,0,99,1,0,0,5,95,0,100,47,53
2023-24,Tiruchirappalli,591,Thiruverambur,6379,Pathalapattai,636022,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,45,39,0,84,84,0,0,84,0,84,0,84,0,0,84,0,84,0,0,84,0,0,0,0,84,0,84,0,84
2023-24,Tiruchirappalli,591,Thiruverambur,6379,Thiruverambur,933066,Low,Low,Medium,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1
2023-24,Tiruchirappalli,591,Thottiam,6380,Arangoor,635671,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,69,34,0,103,97,6,30,73,0,103,0,103,0,0,103,0,15,43,45,65,6,32,0,20,83,15,88,18,85
2023-24,Tiruchirappalli,591,Thottiam,6380,Kaduvetti,635683,Low,Low,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,33,68,0,101,101,0,13,88,0,101,0,101,0,1,100,0,0,52,49,30,3,68,10,0,91,8,93,13,88
2023-24,Tiruchirappalli,591,Thottiam,6380,Kattuputhur ( West),932280,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,65,35,0,100,97,3,18,82,0,100,0,100,0,0,100,0,39,26,35,54,3,43,0,13,87,0,100,28,72
2023-24,Tiruchirappalli,591,Thottiam,6380,M.Kalathur,635668,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,30,76,0,106,106,0,29,77,0,106,0,106,0,1,105,0,17,59,30,65,0,41,0,0,106,0,106,12,94
2023-24,Tiruchirappalli,591,Thottiam,6380,M.Puthur (Musiri),635685,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,57,44,0,101,101,0,28,73,0,101,0,101,0,0,101,0,19,75,7,54,0,47,1,9,91,1,100,0,101
2023-24,Tiruchirappalli,591,Turaiyur,6381,Adanur,635807,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,48,41,0,89,89,0,0,89,0,89,0,89,0,0,89,0,0,82,7,56,0,33,0,4,85,0,89,0,89
2023-24,Tiruchirappalli,591,Turaiyur,6381,Kannanur,635805,Low,Low,Medium,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,52,49,0,101,101,0,0,101,0,101,0,101,0,0,101,0,0,84,17,50,0,51,0,0,101,0,101,0,101
2023-24,Tiruchirappalli,591,Turaiyur,6381,Keerambur,635783,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,53,49,0,102,102,0,23,79,1,101,0,102,0,0,102,0,52,50,0,0,0,102,0,0,102,0,102,0,102
2023-24,Tiruchirappalli,591,Turaiyur,6381,Maruvathur,635779,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,55,48,0,103,103,0,52,51,0,103,0,103,0,0,103,0,39,64,0,95,0,8,0,0,103,0,103,0,103
2023-24,Tiruchirappalli,591,Turaiyur,6381,Nagalapuram,635797,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,55,49,0,104,104,0,38,66,0,104,0,104,0,0,104,0,0,53,51,94,1,9,1,2,101,0,104,0,104
2023-24,Tiruchirappalli,591,Turaiyur,6381,Sirunatham,635777,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,59,43,0,102,101,1,1,101,0,102,0,102,0,0,102,0,6,96,0,98,0,4,0,0,102,0,102,0,102
2023-24,Tiruchirappalli,591,Turaiyur,6381,T. Renganathapuram,635778,Low,Low,Medium,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,112,91,6,197,203,0,13,190,14,189,0,203,0,0,203,0,83,120,0,100,0,103,0,0,203,0,203,3,200
2023-24,Tiruchirappalli,591,Turaiyur,6381,Thuraiyur,635796,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1
2023-24,Tiruchirappalli,591,Uppiliapuram,6382,Alagapuri,635791,Low,High,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,11,14,0,25,25,0,0,25,0,25,0,25,0,0,25,0,24,1,0,25,0,0,0,0,25,0,25,0,25
2023-24,Tiruchirappalli,591,Uppiliapuram,6382,Eragudi North,635789,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,34,28,0,62,62,0,1,61,0,62,0,62,0,0,62,0,23,39,0,61,0,1,1,20,41,0,62,0,62
2023-24,Tiruchirappalli,591,Uppiliapuram,6382,Eragudi South,635788,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,23,17,0,40,40,0,0,40,0,40,0,40,0,0,40,0,19,20,1,39,0,1,0,12,28,0,40,0,40
2023-24,Tiruchirappalli,591,Uppiliapuram,6382,Kottapalayam (East),635766,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,33,27,0,60,60,0,0,60,0,60,0,60,0,0,60,0,21,35,4,60,0,0,0,23,37,0,60,0,60
2023-24,Tiruchirappalli,591,Uppiliapuram,6382,Kottapalayam (West),635767,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,25,15,0,40,40,0,0,40,0,40,0,40,0,0,40,0,35,5,0,40,0,0,0,0,40,0,40,0,40
2023-24,Tiruchirappalli,591,Uppiliapuram,6382,Okkarai,635775,Low,High,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,35,67,0,102,102,0,50,52,0,102,0,102,0,0,96,6,38,36,28,68,1,33,0,2,100,15,87,48,54
2023-24,Tiruchirappalli,591,Uppiliapuram,6382,Osarapalli,635761,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,13,9,0,22,22,0,1,21,0,22,1,21,0,0,22,0,6,16,0,21,0,1,0,0,22,0,22,0,22
2023-24,Tiruchirappalli,591,Uppiliapuram,6382,Sobanapuram,635760,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,43,35,0,78,78,0,6,72,0,78,0,78,0,0,78,0,17,61,0,77,0,1,0,5,73,0,78,0,78
2023-24,Tiruchirappalli,591,Vaiyampatti,6383,Elamanam,636090,Low,Low,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,31,77,4,104,107,0,53,55,39,69,0,108,0,0,108,0,38,41,29,35,5,68,0,0,108,12,96,48,60
2023-24,Tiruchirappalli,591,Vaiyampatti,6383,Iyanrediapatti,636068,Low,Low,Low,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Deficient,25,77,3,99,102,0,53,49,0,102,0,102,0,0,102,0,33,41,28,28,46,28,0,0,102,11,91,46,56
2023-24,Tiruchirappalli,591,Vaiyampatti,6383,Vaiyampatti,636083,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,33,81,0,114,114,0,52,62,52,62,0,114,0,0,114,0,45,36,33,22,22,70,0,0,114,17,97,33,81
2023-24,Tirunelveli,592,Ambasamudram,6385,Adaiya Karungulam,642966,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,95,5,0,100,98,2,13,87,5,95,0,90,10,1,84,15,100,0,0,41,10,49,25,6,69,12,88,5,95
2023-24,Tirunelveli,592,Ambasamudram,6385,Ayan Thiruvaleeswaram,642961,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,92,8,1,99,62,38,3,97,0,100,0,85,15,0,93,7,24,64,12,91,0,9,18,2,80,10,90,2,98
2023-24,Tirunelveli,592,Ambasamudram,6385,Vellanguli,642969,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Deficient,Sufficient,Sufficient,90,10,2,98,97,3,9,91,7,93,0,75,25,0,55,45,66,0,34,100,0,0,1,5,94,68,32,16,84
2023-24,Tirunelveli,592,Cheranmahadevi,6386,Kuniyur,642971,Low,High,Low,Medium,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,99,0,0,99,99,0,0,99,0,99,0,98,1,0,3,96,99,0,0,0,53,46,14,0,85,29,70,25,74
2023-24,Tirunelveli,592,Cheranmahadevi,6386,Ulagankulam,642984,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Deficient,Sufficient,Sufficient,99,0,0,99,99,0,0,99,0,99,0,99,0,0,70,29,43,56,0,64,10,25,35,0,64,97,2,18,81
2023-24,Tirunelveli,592,Kalakadu,6389,Devanallur,643011,Low,High,Medium,Medium,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,62,37,0,98,99,0,0,99,0,99,0,68,31,0,11,88,80,1,18,2,0,97,0,1,98,0,99,0,99
2023-24,Tirunelveli,592,Kalakadu,6389,Kadamboduvalvu,643020,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,91,8,0,99,68,31,26,73,21,78,0,99,0,0,87,12,92,2,5,99,0,0,0,0,99,8,91,18,81
2023-24,Tirunelveli,592,Kalakadu,6389,Padalayarkulam,643016,Low,Medium,High,Medium,Non Saline,Neutral,Sufficient,Deficient,Deficient,Sufficient,Sufficient,Sufficient,59,40,0,99,99,0,0,99,99,0,0,99,0,6,0,93,2,0,97,99,0,0,0,1,98,0,99,44,55
2023-24,Tirunelveli,592,Manur,6392,Kanarpatti,642832,Low,Medium,Medium,Medium,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Deficient,Sufficient,Deficient,91,9,0,100,87,13,62,38,0,100,0,99,1,24,26,50,35,19,46,20,23,57,0,2,98,98,2,16,84
2023-24,Tirunelveli,592,Manur,6392,Kuppakurichi,642854,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Deficient,Deficient,Sufficient,Sufficient,102,16,0,118,118,0,0,118,68,50,0,118,0,2,102,14,106,0,12,118,0,0,0,0,118,118,0,5,113
2023-24,Tirunelveli,592,Manur,6392,Moovirunthali,642719,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,42,8,0,50,48,2,14,36,0,50,0,50,0,0,40,10,0,49,1,49,1,0,0,0,50,10,40,0,50
2023-24,Tirunelveli,592,Manur,6392,Pillaiyarkulam,642831,Low,High,High,High,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,134,14,0,148,144,4,148,0,70,78,0,148,0,146,0,2,106,0,42,148,0,0,0,0,148,3,145,0,148
2023-24,Tirunelveli,592,Manur,6392,Sundankurichi,642722,Low,Low,Medium,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Deficient,Sufficient,Sufficient,79,0,0,79,79,0,36,43,0,79,0,79,0,0,77,2,0,71,8,6,1,72,0,0,79,76,3,55,24
2023-24,Tirunelveli,592,Manur,6392,Thenkulam,642840,Medium,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Deficient,Sufficient,Sufficient,Deficient,43,7,1,49,31,19,50,0,49,1,0,0,50,13,21,16,26,14,10,50,0,0,0,0,50,1,49,1,49
2023-24,Tirunelveli,592,Manur,6392,Therkupatti,642836,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,83,16,0,99,86,13,39,60,0,99,0,97,2,0,68,31,3,27,69,99,0,0,0,9,90,23,76,28,71
2023-24,Tirunelveli,592,Manur,6392,Thiruppani Nellaiyapuram,642871,Low,Medium,High,High,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Deficient,Deficient,3,2,5,0,5,0,4,1,1,4,0,5,0,4,0,1,0,0,5,5,0,0,0,0,5,0,5,3,2
2023-24,Tirunelveli,592,Manur,6392,Tulukkarkulam,642872,Low,High,High,Medium,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,53,11,22,41,64,0,53,11,2,62,0,64,0,17,4,43,41,0,23,64,0,0,0,0,64,0,64,41,23
2023-24,Tirunelveli,592,Manur,6392,Vaduganpatti,642875,Low,High,High,Medium,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,24,7,11,20,31,0,25,6,2,29,0,31,0,11,0,20,24,0,7,31,0,0,0,0,31,0,31,15,16
2023-24,Tirunelveli,592,Manur,6392,Vanniconendal,642720,Low,High,Medium,Low,Non Saline,Acidic,Deficient,Deficient,Sufficient,Deficient,Sufficient,Sufficient,139,9,0,148,148,0,0,148,0,148,1,146,1,0,148,0,59,34,55,8,7,133,96,0,52,146,2,147,1
2023-24,Tirunelveli,592,Nanguneri,6394,Karanthaneri,643006,Low,High,High,Medium,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,67,31,0,98,97,1,21,77,48,50,0,67,31,8,30,60,46,32,20,85,0,13,0,0,98,0,98,0,98
2023-24,Tirunelveli,592,Nanguneri,6394,Marukalkurichi,643023,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Deficient,Sufficient,Sufficient,73,27,2,98,93,7,42,58,0,100,0,100,0,1,91,8,21,62,17,86,2,12,3,5,92,80,20,38,62
2023-24,Tirunelveli,592,Nanguneri,6394,Nanguneri,933629,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Deficient,Sufficient,Sufficient,Sufficient,2,1,0,3,3,0,1,2,3,0,0,2,1,0,2,1,2,0,1,2,0,1,0,0,3,0,3,0,3
2023-24,Tirunelveli,592,Nanguneri,6394,Paruthipadi,643002,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,58,41,0,99,97,2,58,41,0,99,0,99,0,0,53,46,3,73,23,99,0,0,0,17,82,23,76,26,73
2023-24,Tirunelveli,592,Nanguneri,6394,Rajakalmangalam Part 1,643046,Low,Low,High,Low,Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,27,17,0,44,20,24,12,32,0,44,0,42,2,0,43,1,2,40,2,40,1,3,0,0,44,12,32,15,29
2023-24,Tirunelveli,592,Nanguneri,6394,Rajakalmangalam Part 2,933661,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,30,25,0,55,33,22,17,38,0,55,0,53,2,0,55,0,7,44,4,36,2,17,0,1,53,4,51,19,36
2023-24,Tirunelveli,592,Nanguneri,6394,Unnankulam,643005,Low,Low,High,Medium,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,100,0,0,100,97,3,99,1,0,100,0,100,0,21,9,70,0,97,3,100,0,0,0,0,100,1,99,0,100
2023-24,Tirunelveli,592,Palayamkottai,6395,Maruthur,642896,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Deficient,Sufficient,Sufficient,91,9,0,100,100,0,0,100,0,100,0,55,45,0,93,7,100,0,0,100,0,0,0,0,100,99,1,41,59
2023-24,Tirunelveli,592,Palayamkottai,6395,Melapattam,642891,Low,High,High,Medium,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,99,2,0,101,101,0,1,100,1,100,0,81,20,20,0,81,97,0,4,84,4,13,1,0,100,0,101,4,97
2023-24,Tirunelveli,592,Palayamkottai,6395,Naduvakurichi,642899,Low,Medium,High,High,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,87,13,0,100,96,4,2,98,0,100,0,64,36,56,3,41,50,0,50,99,0,1,0,0,100,0,100,0,100
2023-24,Tirunelveli,592,Palayamkottai,6395,Pudukkulam,642924,Low,Low,Medium,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Deficient,Sufficient,Sufficient,87,13,0,100,100,0,0,100,0,100,0,100,0,0,80,20,0,100,0,2,26,72,1,1,98,95,5,0,100
2023-24,Tirunelveli,592,Palayamkottai,6395,Sengulam,642922,Low,Medium,High,Medium,Non Saline,Neutral,Sufficient,Deficient,Deficient,Sufficient,Sufficient,Sufficient,90,9,0,99,74,25,40,59,59,40,0,89,10,12,17,70,22,8,69,90,0,9,0,0,99,0,99,0,99
2023-24,Tirunelveli,592,Palayamkottai,6395,Sivandipatti,642926,Low,Low,High,Low,Non Saline,Neutral,Sufficient,Deficient,Deficient,Sufficient,Sufficient,Sufficient,87,12,0,99,98,1,0,99,50,49,0,98,1,2,68,29,1,60,38,95,0,4,0,0,99,21,78,0,99
2023-24,Tirunelveli,592,Pappakudi,6396,Athalanallur,642954,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Deficient,Sufficient,Sufficient,134,6,0,140,140,0,0,140,0,140,0,140,0,1,120,19,117,0,23,0,32,108,0,0,140,140,0,20,120
2023-24,Tirunelveli,592,Pappakudi,6396,Iluppaikurichi,642945,Low,High,High,High,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,16,0,0,16,16,0,0,16,0,16,0,16,0,10,0,6,14,0,2,16,0,0,0,0,16,0,16,0,16
